question,nresults,snippet,sections,link
"Comment on se protège contre le covid-19?",1,"Foire aux questions à propos de la coronavirus (COVID-19) au Québec et des ...  Mon employeur doit-il prendre des mesures particulières pour protéger la santé  des travailleurs ? ... Comment se transmet la COVID‑19?","Mon employeur doit-il prendre des mesures particulières pour protéger la santé des travailleurs ?  / Comment se transmet la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Je tousse beaucoup et creux, comment puis-je savoir si c’est le COVID? ",0,".",".","."
"Hi",0,".",".","."
"Est-ce que mon chat ou mon chien peuvent attraper la covid-19?",0,".",".","."
"Combien de temps va durer la pandémie?",0,".",".","."
"mon copain demeure dans une autre région est-ce que je peux le voir quelques jours?",0,".",".","."
"Quelle est la période de contagion ?",2,"La période de deux semaines de fermeture des écoles et des ... Quelles sont les  procédures pour s'inscrire aux services de garde d'urgence?","La période de deux semaines de fermeture des écoles et des services de garde pourrait-elle être prolongée?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Is the virus dangerous?",2,"The current coronavirus (COVID-19) pandemic is a particular and rare situation.  ... Anxiety manifests itself when we believe that a dangerous or ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Comment guérir du COVID? ",1,"On vous dira comment vous rendre et quelles précautions prendre (port de  masque, utilisation de transport personnel ou d'une ambulance, etc.).",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"combien de temps sa va durer",0,".",".","."
"quels sont les symptômes majeurs?",0,".",".","."
"",0,".",".","."
"Is there any possibility of infected corona virus second time?",3,"A health emergency is declare throughout Québec's territory to implement ... On  march 13, 2020, the Gouvernement du Québec adopted an Order in ... 70 years  of age and over, since they are at greater risk of complications.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"What are covid symptons",2,"If you have symptoms such as a cough or fever: Do not go to a medical clinic  unless you have first obtained an appointment. Visit the emergency ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Quels sont les symptômes associés au covid-19? ",3,"Foire aux questions à propos de la coronavirus (COVID-19) au Québec et ...  Quels sont les principaux symptômes associés à la COVID‑19?","Quels sont les principaux symptômes associés à la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Quels sont les symptômes?",3,"Quels sont les services d'enseignement visés par les fermetures? Tous les ...  Quels sont les principaux symptômes associés à la COVID‑19?","Quels sont les principaux symptômes associés à la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"",0,".",".","."
"Carte des cas de co vid à Montréal ",1,"... pour la région de Québec, le 514 644-4545 pour la région de Montréal, le 450  644-4545 pour la région de Montérégie, le 819 644-4545 pour ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Que puis-je faire pour aider?",0,".",".","."
"Can it survives on food?",1,"Is it possible to deliver food or essential items to people in hospitals, residential  and long-term ... How long can COVID-19 survive on objects?","Is it possible to deliver food or essential items to people in hospitals, residential and long-term care centres, intermediate resources, family-type resources for the elderly and vulnerable adults, and private seniors’ homes? / How long can COVID-19 survive on objects?","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/answers-questions-coronavirus-covid19/"
"How many case in montreal",1,"... 514-644-4545 in the Montréal area, 450-644-4545 in the Montérégie region,  819-644-4545 in the Outaouais region ... Any other questions?",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Comment cette structure protéinique du Coved-19 se comporte-t-elle par rapport aux autres protéines lors de l'envahissement du système respiratoire??",0,".",".","."
"What's covid19? ",6,"The current coronavirus (COVID-19) pandemic is a particular and ... Stress  comes and goes on its own, depending of what factors are involved.","What does stress mean? / A variety of reactions are possible in the context of a coronavirus (COVID-19) pandemic","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Si j'ai vu quelqu'un qui a été en contact avec quelqu'un qui a testé positif au covid, qu'elles sont mes chances de le contracter?",0,".",".","."
"Is it true that COVID-19 can survive up to a few days on hard surfaces?",1,"If your condition allows you to do so and indicate that you are a traveller who has  been back for less than 14 days. You will be told how to go there ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Combien de temps le coronavirus peut-il vivre sur une surface à l’air libre? ",0,".",".","."
"Est-il sécuritaire commander de la nourriture (take-out)?",0,".",".","."
"Is it airborne ",0,".",".","."
"Quelle est la durée de propagation",3,"Est-ce que le personnel des CPE et garderies subventionnées continuera d'être  payé? ... Quelles sont les procédures pour s'inscrire aux services de garde d' urgence? ... les mesures d'hygiène nécessaires pour limiter la propagation du  virus. ... Combien de temps la COVID‑19 survit-elle sur des objets?","Combien de temps la COVID‑19 survit-elle sur des objets?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Quelle est la taille réelle du Coved-19? comparatif...",0,".",".","."
"What does Corona and Covid mean?",2,"If your condition allows you to do so and indicate that you are a traveller who has  been back for less than 14 days. You will be told how to go there ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Devrais-je dénoncer les rassemblements dont je suis témoin dans mon voisinage? Si oui, comment?",0,".",".","."
"Est-ce qu’un vaccin contre le covid-19 sera obligatoire? ",1,"Foire aux questions à propos de la coronavirus (COVID-19) au Québec ... Une  directive générale sera-t-elle émise concernant le télétravail pour les ... Est-ce qu' un employé âgé de 70 ans devrait continuer de travailler ? ... Est-ce que le port d' un masque est efficace pour me protéger contre la COVID‑19?","Une directive générale sera-t-elle émise concernant le télétravail pour les fonctionnaires?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Est-ce que les frais de garde nous seront repris plus tard comme nous nenvoyons plus nos enfants à la garderie",0,".",".","."
"Do I have to wear gloves and mask?",0,".",".","."
"Are you sick?",3,"If you are sick, avoid contact with more vulnerable people, including older adults  and people who have a chronic disease. For example, avoid ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/instructions-directives/"
"faut-il éviter de prendre de l’ibuprofène?",0,".",".","."
"Le COVID-19 est-il transmissible sexuellement?",0,".",".","."
"Mortality rate today",0,".",".","."
"who do i call",2,"Before you go to the emergency room, you can call toll free 1-877-644-4545. If  your condition allows you to do so and indicate that you are a ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"what's is COVID-19?",10,"The current coronavirus (COVID-19) pandemic is a particular and ... Stress  comes and goes on its own, depending of what factors are involved.","What does stress mean? / A variety of reactions are possible in the context of a coronavirus (COVID-19) pandemic","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Je dois travailler à la maison avec mes enfants pourquoi je ne peux pas avoir de service de garde? ",1,"Pourquoi fermer les écoles et les garderies à ce moment-ci? ... Quelles sont les  procédures pour s'inscrire aux services de garde ... Est-il recommandé de ne pas  rentrer au travail? ... Est-ce que mon employeur peut me mettre en arrêt de travail  ... Dois-je m'inquiéter de la situation entourant la COVID‑19?","Pourquoi fermer les écoles et les garderies à ce moment-ci? N’est-ce pas prématuré? / Est-il recommandé de ne pas rentrer au travail?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"What are the confirmed symptoms of COVID19",4,"If you have symptoms such as a cough or fever: Do not go to a medical clinic  unless you have first obtained an appointment. Visit the emergency ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"J’ai des problèmes digestifs, est-ce que cela pourrait être un symptôme de la maladie?",0,".",".","."
"Nigeria Covid-19 stat",0,".",".","."
"Dois-je me laver les mains à l’eau chaude pour détruire le coronavirus? ",0,".",".","."
"¿Una persona puede sufrir una recaída con la enfermedad del COVID-19?",0,".",".","."
"Est-ce vrai que le test de dépistage n’est pas valable si la personne n’a pas encore de symptômes?",0,".",".","."
"No problem",6,"Headaches, neck tension, gastrointestinal problems, etc. ... These signs may  mean that your personal resources no longer suffice to manage ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Can you drink alcohol during Covid?",3,"This page should be seen as a tool that can help you to minimize the ... are  possible in the context of a coronavirus (COVID-19) pandemic ... Difficulty in  taking decisions; Increased use of alcohol, drugs and/or medication; Etc.","A variety of reactions are possible in the context of a coronavirus (COVID-19) pandemic","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Can you die from contracting covid?",2,"In Québec, there are now 74 confirmed cases of COVID‑19. In Québec, there are  now 181 confirmed cases of COVID‑19, including 5 death and 1 ... You can find  information about the outbreak in the Current situation ... equipment or conclude  the necessary contracts to protect the health of the population;.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/"
"how are you",6,"For example, if you feel stressed on the job but less so at home in the evening or  on the weekend, we could deduce that the stressors are ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
" When should I consult after the vomitting symptoms for a 4 y-o child? ",0,".",".","."
"Si je tousse, est-ce c'est la covid-19?",2,"Foire aux questions à propos de la coronavirus (COVID-19) au Québec et des ...  Est-ce que le personnel des CPE et garderies subventionnées ... C'est pourquoi  le gouvernement du Québec prend dès maintenant les ... Si je dois me placer en  isolement volontaire, quelles sont les consignes à respecter?","Est-ce que le personnel des CPE et garderies subventionnées continuera d’être payé? / Si je dois me placer en isolement volontaire, quelles sont les consignes à respecter?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
